PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance
PO-01001,BetaCorp,2024-01-15,2024-02-01,Machinery,Delivered,427,2573.67,2405.61,59,Compliant
PO-01002,DeltaWorks,2024-02-15,2024-03-11,Electronics,Delivered,46,565.21,528.36,3,Non-Compliant
PO-01003,EpsilonMfg,2022-04-10,2022-04-20,Machinery,Delivered,395,2246.41,2152.51,6,Compliant
PO-01004,BetaCorp,2022-05-21,2022-06-06,Consumables,Delivered,257,18.54,17.25,7,Non-Compliant
PO-01005,AlphaSupplies,2024-01-14,2024-01-30,Electronics,Delivered,62,561.41,501.28,0,Non-Compliant
PO-01006,BetaCorp,2022-04-09,2022-04-19,Raw Materials,Delivered,252,122.51,114.91,4,Compliant
PO-01007,DeltaWorks,2023-10-05,2023-10-27,Packaging,Delivered,135,40.07,36.26,12,Compliant
PO-01008,BetaCorp,2024-03-05,2024-03-17,Machinery,Delivered,417,2600.94,2360.87,45,Non-Compliant
PO-01009,GammaTrade,2023-01-12,2023-02-19,Machinery,Delivered,69,2381.52,2307.69,3,Non-Compliant
PO-01010,EpsilonMfg,2023-08-10,2023-09-23,Consumables,Delivered,365,20.37,18.88,1,Compliant
PO-01011,DeltaWorks,2023-08-09,,Electronics,Delivered,176,543.01,520.58,7,Non-Compliant
PO-01012,EpsilonMfg,2024-03-13,2024-04-26,Consumables,Delivered,260,21.32,19.12,2,Compliant
PO-01013,BetaCorp,2022-07-05,2022-08-16,Raw Materials,Delivered,365,124.77,111.34,22,Compliant
PO-01014,EpsilonMfg,2023-10-31,2023-11-09,Packaging,Delivered,297,40.29,38.5,0,Compliant
PO-01015,EpsilonMfg,2023-03-10,2023-04-05,Packaging,Delivered,346,38.35,33.83,0,Compliant
PO-01016,GammaTrade,2023-04-01,2023-05-11,Consumables,Delivered,261,19.81,18.97,19,Non-Compliant
PO-01017,EpsilonMfg,2023-12-06,2023-12-15,Packaging,Delivered,429,40.6,39.02,1,Compliant
PO-01018,BetaCorp,2023-07-20,2023-08-23,Consumables,Delivered,193,20.28,19.28,2,Compliant
PO-01019,BetaCorp,2023-04-13,2023-04-29,Machinery,Delivered,140,2427.65,2336.61,10,Compliant
PO-01020,BetaCorp,2023-08-01,2023-08-18,Electronics,Delivered,430,542.1,493.74,25,Compliant
PO-01021,DeltaWorks,2022-01-27,2022-02-10,Machinery,Delivered,136,2212.09,1953.72,17,Non-Compliant
PO-01022,GammaTrade,2023-01-07,2023-01-28,Raw Materials,Delivered,408,129.76,115.25,8,Compliant
PO-01023,BetaCorp,2022-04-18,2022-05-14,Machinery,Delivered,73,2250.2,2024.28,6,Non-Compliant
PO-01024,GammaTrade,2024-06-05,2024-06-15,Consumables,Delivered,148,21.7,20.5,2,Non-Compliant
PO-01025,GammaTrade,2023-07-19,2023-09-01,Consumables,Delivered,445,20.27,18.58,4,Compliant
PO-01026,BetaCorp,2022-05-27,2022-06-26,Packaging,Delivered,386,36.09,33.78,38,Compliant
PO-01027,DeltaWorks,2023-03-26,2023-04-20,Packaging,Delivered,418,38.48,33.91,27,Compliant
PO-01028,BetaCorp,2023-10-13,2023-11-09,Electronics,Delivered,495,550.51,491.5,58,Compliant
PO-01029,BetaCorp,2022-06-19,,Raw Materials,Delivered,53,124.35,114.18,6,Non-Compliant
PO-01030,DeltaWorks,2024-01-19,2024-02-29,Consumables,Delivered,264,21.08,20.19,44,Compliant
PO-01031,AlphaSupplies,2023-12-21,2024-01-30,Machinery,Delivered,186,2560.14,2360.19,5,Compliant
PO-01032,BetaCorp,2022-08-19,2022-10-10,Consumables,Partial,197,18.89,18.03,9,Compliant
PO-01033,DeltaWorks,2022-06-24,2022-07-16,Machinery,Delivered,67,2282.21,2137.06,13,Non-Compliant
PO-01034,GammaTrade,2023-05-10,2023-06-22,Electronics,Delivered,119,532.69,502.65,3,Non-Compliant
PO-01035,EpsilonMfg,2023-04-20,2023-05-19,Raw Materials,Delivered,444,132.61,117.98,0,Compliant
PO-01036,AlphaSupplies,2022-12-25,2023-01-01,Raw Materials,Delivered,105,129.41,115.16,0,Compliant
PO-01037,EpsilonMfg,2023-02-25,2023-03-20,Packaging,Delivered,259,38.24,36.67,1,Compliant
PO-01038,DeltaWorks,2023-07-04,,Packaging,Pending,65,39.3,35.25,10,Compliant
PO-01039,BetaCorp,2024-02-05,,Electronics,Cancelled,193,564.02,525.05,19,Compliant
PO-01040,GammaTrade,2022-05-17,2022-05-26,Raw Materials,Delivered,390,123.49,115.4,5,Compliant
PO-01041,GammaTrade,2023-03-08,2023-03-23,Raw Materials,Delivered,263,131.42,121.69,6,Compliant
PO-01042,EpsilonMfg,2022-05-15,2022-05-30,Machinery,Delivered,65,2263.05,2172.75,0,Compliant
PO-01043,BetaCorp,2023-11-26,,Raw Materials,Pending,229,138.91,124.37,23,Compliant
PO-01044,GammaTrade,2023-05-13,2023-05-29,Electronics,Delivered,229,533.03,513.09,13,Compliant
PO-01045,AlphaSupplies,2023-12-19,2024-01-25,Electronics,Delivered,430,558.34,529.14,12,Compliant
PO-01046,EpsilonMfg,2022-07-05,2022-07-21,Consumables,Delivered,447,18.72,17.84,2,Compliant
PO-01047,BetaCorp,2023-03-13,2023-03-23,Packaging,Delivered,112,38.37,37.16,5,Compliant
PO-01048,BetaCorp,2022-12-11,2022-12-21,Packaging,Delivered,41,37.63,35.06,1,Compliant
PO-01049,GammaTrade,2022-09-10,2022-09-17,Machinery,Delivered,34,2320.06,2183.64,0,Compliant
PO-01050,DeltaWorks,2023-09-14,2023-10-22,Electronics,Delivered,104,547.15,525.76,9,Compliant
PO-01051,AlphaSupplies,2024-02-28,2024-03-29,Consumables,Delivered,179,21.25,18.96,5,Compliant
PO-01052,BetaCorp,2022-08-04,,Electronics,Cancelled,54,502.26,460.77,0,Compliant
PO-01053,AlphaSupplies,2023-08-24,2023-09-12,Raw Materials,Delivered,462,136.18,120.23,3,Compliant
PO-01054,EpsilonMfg,2022-12-18,2023-01-19,Consumables,Partial,252,19.38,18.27,2,Compliant
PO-01055,BetaCorp,2023-03-05,,Packaging,Cancelled,139,38.31,35.26,14,Non-Compliant
PO-01056,EpsilonMfg,2023-01-10,2023-02-13,Electronics,Delivered,377,519.38,482.82,0,Compliant
PO-01057,EpsilonMfg,2022-06-20,2022-07-28,Raw Materials,Partial,366,124.38,113.94,0,Compliant
PO-01058,BetaCorp,2023-05-22,2023-06-02,Machinery,Delivered,455,2447.7,2223.49,10,Compliant
PO-01059,DeltaWorks,2023-09-14,2023-10-27,Machinery,Delivered,104,2507.78,2371.36,5,Non-Compliant
PO-01060,EpsilonMfg,2023-05-31,2023-06-21,Machinery,Delivered,278,2452.35,2222.56,1,Compliant
PO-01061,BetaCorp,2023-07-01,2023-07-25,Raw Materials,Delivered,30,134.64,127.72,3,Compliant
PO-01062,BetaCorp,2023-07-02,2023-08-16,Packaging,Delivered,342,39.28,37.69,46,Compliant
PO-01063,EpsilonMfg,2024-01-10,,Electronics,Delivered,469,560.94,537.38,9,Compliant
PO-01064,GammaTrade,2024-01-19,2024-01-27,Packaging,Delivered,100,40.98,36.19,4,Non-Compliant
PO-01065,EpsilonMfg,2024-01-10,2024-02-02,Raw Materials,Delivered,205,140.23,126.61,3,Compliant
PO-01066,DeltaWorks,2022-11-29,2023-01-13,Packaging,Partial,307,37.54,35.51,11,Compliant
PO-01067,DeltaWorks,2022-06-01,2022-07-07,Electronics,Delivered,57,495.53,440.43,2,Non-Compliant
PO-01068,DeltaWorks,2023-10-26,2023-11-13,Packaging,Delivered,168,40.25,38.02,32,Non-Compliant
PO-01069,BetaCorp,2023-03-13,2023-04-14,Raw Materials,Delivered,475,131.55,124.7,6,Compliant
PO-01070,AlphaSupplies,2022-04-13,2022-04-20,Consumables,Delivered,20,18.39,17.21,0,Compliant
PO-01071,BetaCorp,2022-10-02,2022-10-09,Raw Materials,Delivered,331,127.14,121.7,44,Compliant
PO-01072,GammaTrade,2022-07-27,2022-08-31,Raw Materials,Delivered,398,125.35,120.02,25,Compliant
PO-01073,BetaCorp,2023-07-11,2023-07-19,Raw Materials,Delivered,331,134.93,122.48,38,Compliant
PO-01074,EpsilonMfg,2022-05-26,2022-06-29,Machinery,Delivered,124,2268.3,2200.02,0,Compliant
PO-01075,DeltaWorks,2023-05-19,2023-06-13,Raw Materials,Delivered,66,133.43,127.39,5,Compliant
PO-01076,AlphaSupplies,2023-09-12,2023-10-27,Raw Materials,Delivered,229,136.73,130.77,1,Compliant
PO-01077,GammaTrade,2024-04-17,2024-05-25,Consumables,Delivered,458,21.47,20.27,24,Non-Compliant
PO-01078,AlphaSupplies,2024-06-01,2024-06-17,Raw Materials,Delivered,86,144.53,128.05,1,Compliant
PO-01079,DeltaWorks,2022-04-26,2022-05-08,Raw Materials,Delivered,382,122.95,112.87,29,Compliant
PO-01080,GammaTrade,2023-05-22,,Electronics,Cancelled,365,534.04,497.67,17,Compliant
PO-01081,BetaCorp,2023-01-28,2023-03-07,Packaging,Delivered,264,38.02,35.45,19,Non-Compliant
PO-01082,EpsilonMfg,2023-06-24,,Machinery,Delivered,365,2464.79,2262.68,5,Compliant
PO-01083,AlphaSupplies,2023-07-26,2023-08-18,Electronics,Partial,78,541.41,502.05,2,Compliant
PO-01084,BetaCorp,2023-04-17,2023-05-20,Electronics,Delivered,446,530.12,507.32,15,Non-Compliant
PO-01085,BetaCorp,2023-12-14,2024-01-17,Raw Materials,Delivered,203,139.44,126.42,10,Compliant
PO-01086,AlphaSupplies,2024-05-07,,Machinery,Delivered,90,2635.72,2415.64,0,Compliant
PO-01087,DeltaWorks,2024-02-23,2024-04-03,Packaging,Delivered,390,41.28,39.36,65,Compliant
PO-01088,GammaTrade,2024-03-11,2024-03-27,Machinery,Delivered,16,2604.24,2375.07,0,Compliant
PO-01089,BetaCorp,2022-06-14,2022-07-20,Consumables,Delivered,436,18.63,18.05,33,Non-Compliant
PO-01090,EpsilonMfg,2023-12-28,2024-01-09,Electronics,Delivered,486,559.4,531.15,5,Compliant
PO-01091,BetaCorp,2023-09-26,2023-11-07,Machinery,Delivered,210,2514.13,2426.14,17,Compliant
PO-01092,DeltaWorks,2023-10-31,2023-11-10,Electronics,Delivered,433,552.6,504.08,83,Compliant
PO-01093,AlphaSupplies,2022-03-21,2022-03-29,Raw Materials,Delivered,408,122.02,114.38,3,Compliant
PO-01094,BetaCorp,2022-01-12,2022-01-31,Consumables,Delivered,168,18.04,16.27,15,Compliant
PO-01095,EpsilonMfg,2022-02-15,,Consumables,Delivered,414,18.17,16.7,2,Compliant
PO-01096,GammaTrade,2023-02-12,2023-03-13,Electronics,Delivered,171,523.01,483.78,13,Compliant
PO-01097,DeltaWorks,2022-04-14,2022-05-28,Consumables,Delivered,406,18.4,17.02,77,Compliant
PO-01098,AlphaSupplies,2022-06-15,2022-06-27,Electronics,Delivered,247,496.99,475.32,9,Compliant
PO-01099,BetaCorp,2023-05-29,2023-07-08,Packaging,Delivered,383,39.0,36.02,49,Compliant
PO-01100,GammaTrade,2023-01-04,2023-02-04,Electronics,Delivered,491,518.73,474.07,9,Non-Compliant
PO-01101,BetaCorp,2023-10-05,2023-11-03,Consumables,Partial,59,20.61,18.15,6,Compliant
PO-01102,AlphaSupplies,2022-04-07,2022-05-07,Machinery,Partial,96,2244.99,2085.82,0,Compliant
PO-01103,GammaTrade,2022-03-14,2022-04-20,Raw Materials,Delivered,405,121.84,116.22,31,Compliant
PO-01104,BetaCorp,2023-08-06,,Raw Materials,Cancelled,196,135.67,125.64,11,Non-Compliant
PO-01105,BetaCorp,2023-01-11,,Machinery,Pending,329,2381.02,2199.82,17,Compliant
PO-01106,EpsilonMfg,2022-09-27,2022-10-07,Machinery,Delivered,359,2328.39,2074.6,5,Compliant
PO-01107,AlphaSupplies,2024-05-23,2024-06-24,Packaging,Delivered,202,42.07,40.41,6,Compliant
PO-01108,AlphaSupplies,2023-04-23,2023-06-11,Electronics,Partial,283,530.79,492.47,1,Compliant
PO-01109,AlphaSupplies,2024-02-26,2024-03-24,Machinery,Delivered,215,2596.56,2417.4,2,Compliant
PO-01110,DeltaWorks,2022-10-13,2022-11-19,Raw Materials,Delivered,289,127.43,118.4,10,Compliant
PO-01111,EpsilonMfg,2022-03-05,,Machinery,Delivered,195,2229.42,1974.6,0,Compliant
PO-01112,DeltaWorks,2022-09-16,2022-10-10,Electronics,Delivered,52,506.84,462.64,5,Compliant
PO-01113,DeltaWorks,2022-08-08,2022-08-18,Consumables,Delivered,142,18.85,17.15,3,Non-Compliant
PO-01114,GammaTrade,2022-07-23,2022-09-02,Packaging,Delivered,224,36.53,34.29,12,Compliant
PO-01115,GammaTrade,2023-02-03,2023-03-20,Consumables,Delivered,297,19.58,17.54,4,Compliant
PO-01116,BetaCorp,2023-11-12,2023-12-09,Electronics,Delivered,490,554.0,488.18,0,Non-Compliant
PO-01117,DeltaWorks,2022-04-27,2022-06-06,Electronics,Delivered,355,491.89,442.06,61,Non-Compliant
PO-01118,BetaCorp,2023-10-17,2023-11-05,Machinery,Delivered,59,2525.29,2229.07,3,Compliant
PO-01119,DeltaWorks,2022-12-23,,Packaging,Pending,107,37.73,35.89,14,Compliant
PO-01120,GammaTrade,2022-11-06,2022-11-20,Raw Materials,Delivered,267,128.08,113.9,14,Compliant
PO-01121,DeltaWorks,2022-12-27,2023-01-24,Electronics,Delivered,228,517.85,463.73,6,Compliant
PO-01122,BetaCorp,2023-09-02,2023-10-06,Consumables,Delivered,233,20.47,19.56,20,Compliant
PO-01123,AlphaSupplies,2024-04-05,2024-05-08,Raw Materials,Delivered,55,142.8,127.75,0,Compliant
PO-01124,EpsilonMfg,2023-10-11,2023-11-05,Raw Materials,Delivered,307,137.57,127.94,5,Compliant
PO-01125,EpsilonMfg,2022-04-28,2022-06-09,Machinery,Partial,250,2254.95,2147.61,4,Compliant
PO-01126,DeltaWorks,2022-01-08,2022-02-02,Machinery,Delivered,410,2203.25,1950.76,26,Non-Compliant
PO-01127,DeltaWorks,2022-01-05,2022-01-13,Packaging,Delivered,222,35.03,31.14,8,Compliant
PO-01128,EpsilonMfg,2022-12-10,2023-01-14,Electronics,Partial,302,516.0,492.63,3,Compliant
PO-01129,EpsilonMfg,2024-04-28,2024-05-13,Machinery,Delivered,487,2630.73,2539.71,9,Compliant
PO-01130,DeltaWorks,2023-06-14,2023-06-29,Electronics,Delivered,128,536.64,512.87,15,Compliant
PO-01131,GammaTrade,2022-06-12,2022-06-20,Consumables,Delivered,114,18.63,16.48,3,Compliant
PO-01132,AlphaSupplies,2023-12-26,2024-01-03,Consumables,Delivered,50,20.97,19.32,1,Compliant
PO-01133,GammaTrade,2022-09-03,2022-10-14,Packaging,Delivered,123,36.86,33.59,8,Compliant
PO-01134,DeltaWorks,2023-11-07,,Electronics,Pending,52,553.42,534.22,7,Compliant
PO-01135,EpsilonMfg,2022-04-24,2022-05-10,Raw Materials,Delivered,315,122.89,114.13,1,Compliant
PO-01136,DeltaWorks,2024-05-08,2024-05-16,Electronics,Delivered,61,575.19,547.18,6,Compliant
PO-01137,BetaCorp,2023-01-20,,Machinery,Pending,334,2385.54,2122.89,37,Compliant
PO-01138,AlphaSupplies,2023-11-07,2023-11-21,Packaging,Delivered,320,40.35,37.08,12,Non-Compliant
PO-01139,EpsilonMfg,2023-07-14,,Consumables,Delivered,277,20.25,19.63,1,Compliant
PO-01140,EpsilonMfg,2022-08-10,2022-08-18,Packaging,Delivered,68,36.67,32.71,0,Compliant
PO-01141,BetaCorp,2022-10-08,2022-11-19,Electronics,Delivered,498,509.19,471.87,45,Compliant
PO-01142,DeltaWorks,2023-02-14,2023-03-10,Consumables,Delivered,138,19.62,17.4,31,Compliant
PO-01143,EpsilonMfg,2022-06-19,2022-07-23,Electronics,Delivered,498,497.41,446.92,8,Compliant
PO-01144,GammaTrade,2022-04-21,2022-05-20,Consumables,Delivered,229,18.42,16.86,6,Compliant
PO-01145,BetaCorp,2023-06-08,2023-07-18,Raw Materials,Delivered,219,133.99,126.92,10,Compliant
PO-01146,GammaTrade,2024-03-20,2024-04-19,Machinery,Delivered,135,2609.18,2487.33,4,Compliant
PO-01147,GammaTrade,2024-01-05,2024-02-01,Raw Materials,Delivered,248,140.09,131.74,17,Compliant
PO-01148,EpsilonMfg,2023-06-24,2023-08-08,Packaging,Delivered,297,39.21,37.27,5,Compliant
PO-01149,EpsilonMfg,2023-11-30,2023-12-19,Machinery,Delivered,172,2548.82,2298.78,0,Compliant
PO-01150,GammaTrade,2022-05-03,2022-06-16,Machinery,Delivered,97,2257.33,2164.33,2,Compliant
PO-01151,EpsilonMfg,2023-04-18,2023-05-10,Raw Materials,Partial,440,132.56,125.19,7,Compliant
PO-01152,AlphaSupplies,2023-10-23,2023-11-25,Electronics,Delivered,250,551.67,534.29,7,Compliant
PO-01153,DeltaWorks,2023-07-24,2023-09-07,Raw Materials,Partial,262,135.3,121.81,18,Non-Compliant
PO-01154,DeltaWorks,2024-05-13,2024-06-03,Raw Materials,Delivered,326,143.95,134.78,3,Compliant
PO-01155,GammaTrade,2022-08-20,,Machinery,Delivered,107,2309.81,2205.18,6,Compliant
PO-01156,AlphaSupplies,2024-06-23,2024-07-19,Electronics,Delivered,66,580.79,522.36,0,Compliant
PO-01157,DeltaWorks,2023-12-17,2023-12-31,Electronics,Delivered,80,558.1,532.82,2,Non-Compliant
PO-01158,DeltaWorks,2023-11-16,2023-12-23,Machinery,Delivered,280,2541.31,2437.12,44,Non-Compliant
PO-01159,DeltaWorks,2022-04-05,,Packaging,Cancelled,161,35.7,33.78,13,Non-Compliant
PO-01160,BetaCorp,2023-12-13,2023-12-20,Packaging,Delivered,263,40.66,39.16,24,Compliant
PO-01161,DeltaWorks,2022-12-15,,Raw Materials,Pending,312,129.14,122.84,38,Compliant
PO-01162,GammaTrade,2023-11-03,2023-11-18,Machinery,Delivered,268,2534.35,2423.09,4,Compliant
PO-01163,EpsilonMfg,2022-07-27,2022-08-30,Consumables,Delivered,106,18.8,16.92,0,Compliant
PO-01164,AlphaSupplies,2023-04-18,,Packaging,Delivered,391,38.66,34.45,13,Compliant
PO-01165,EpsilonMfg,2022-12-27,2023-01-25,Machinery,Delivered,484,2373.5,2245.57,4,Compliant
PO-01166,EpsilonMfg,2022-02-24,2022-03-27,Electronics,Delivered,199,485.5,451.66,2,Compliant
PO-01167,DeltaWorks,2023-09-01,2023-10-05,Packaging,Delivered,321,39.79,37.61,8,Compliant
PO-01168,AlphaSupplies,2022-04-28,2022-05-20,Packaging,Delivered,28,35.87,34.62,0,Compliant
PO-01169,EpsilonMfg,2023-02-06,2023-03-02,Machinery,Delivered,122,2394.1,2237.53,1,Compliant
PO-01170,GammaTrade,2022-10-22,2022-11-28,Consumables,Delivered,58,19.15,17.31,3,Compliant
PO-01171,BetaCorp,2023-11-29,2024-01-04,Electronics,Delivered,105,555.99,535.81,2,Compliant
PO-01172,GammaTrade,2022-07-01,2022-07-08,Raw Materials,Delivered,461,124.67,110.0,21,Non-Compliant
PO-01173,DeltaWorks,2023-04-29,2023-05-24,Packaging,Delivered,429,38.75,37.21,86,Compliant
PO-01174,BetaCorp,2022-04-13,2022-05-21,Raw Materials,Delivered,386,122.61,115.57,39,Non-Compliant
PO-01175,DeltaWorks,2023-01-09,2023-02-06,Electronics,Delivered,433,519.28,482.26,92,Non-Compliant
PO-01176,EpsilonMfg,2022-04-26,2022-05-04,Machinery,Delivered,275,2254.0,2131.61,0,Compliant
PO-01177,BetaCorp,2023-05-25,2023-06-28,Electronics,Delivered,305,534.38,516.85,15,Compliant
PO-01178,DeltaWorks,2022-10-08,2022-11-12,Raw Materials,Delivered,357,127.3,113.44,84,Non-Compliant
PO-01179,GammaTrade,2023-02-05,,Electronics,Cancelled,493,522.24,478.89,12,Compliant
PO-01180,EpsilonMfg,2024-05-04,2024-06-16,Electronics,Delivered,231,574.7,525.79,4,Compliant
PO-01181,AlphaSupplies,2023-12-03,2023-12-28,Machinery,Delivered,358,2550.44,2440.26,8,Compliant
PO-01182,GammaTrade,2024-03-29,2024-04-23,Raw Materials,Delivered,242,142.59,134.53,15,Compliant
PO-01183,AlphaSupplies,2022-12-27,2023-01-11,Machinery,Delivered,10,2373.5,2161.31,0,Compliant
PO-01184,EpsilonMfg,2022-03-30,2022-05-01,Packaging,Partial,83,35.66,32.3,0,Compliant
PO-01185,GammaTrade,2022-02-02,2022-03-05,Packaging,Delivered,191,35.24,32.68,6,Non-Compliant
PO-01186,GammaTrade,2023-09-04,2023-10-01,Electronics,Delivered,298,546.0,514.33,19,Compliant
PO-01187,GammaTrade,2023-03-03,2023-03-29,Packaging,Delivered,164,38.29,35.23,7,Compliant
PO-01188,DeltaWorks,2022-04-09,2022-05-31,Machinery,Partial,236,2245.93,2150.48,52,Non-Compliant
PO-01189,DeltaWorks,2023-03-14,2023-04-25,Electronics,Delivered,220,526.33,488.43,1,Non-Compliant
PO-01190,BetaCorp,2022-11-06,2022-11-21,Consumables,Delivered,307,19.21,17.27,26,Non-Compliant
PO-01191,AlphaSupplies,2022-05-09,2022-06-18,Machinery,Delivered,13,2260.18,2110.33,0,Compliant
PO-01192,AlphaSupplies,2023-09-01,2023-09-29,Electronics,Delivered,158,545.65,524.48,5,Compliant
PO-01193,EpsilonMfg,2023-12-20,2024-01-27,Raw Materials,Delivered,83,139.61,132.84,0,Compliant
PO-01194,BetaCorp,2023-10-06,2023-11-13,Electronics,Delivered,489,549.7,517.82,42,Compliant
PO-01195,BetaCorp,2024-06-20,2024-07-03,Consumables,Delivered,59,21.77,20.88,3,Non-Compliant
PO-01196,AlphaSupplies,2022-11-04,2022-12-15,Raw Materials,Delivered,104,128.02,119.52,1,Compliant
PO-01197,EpsilonMfg,2023-03-19,2023-04-10,Raw Materials,Delivered,21,131.72,126.03,0,Compliant
PO-01198,DeltaWorks,2022-10-24,,Machinery,Pending,61,2341.68,2210.31,7,Non-Compliant
PO-01199,DeltaWorks,2023-12-16,2024-01-19,Machinery,Delivered,247,2557.44,2296.58,8,Compliant
PO-01200,DeltaWorks,2023-08-18,2023-10-16,Raw Materials,Partial,340,136.01,128.23,36,Non-Compliant
PO-01201,GammaTrade,2023-04-25,2023-05-12,Packaging,Delivered,244,38.72,34.48,6,Compliant
PO-01202,GammaTrade,2023-02-04,2023-03-05,Consumables,Delivered,99,19.58,18.09,5,Compliant
PO-01203,BetaCorp,2024-03-14,,Electronics,Pending,165,568.56,512.5,1,Non-Compliant
PO-01204,DeltaWorks,2023-04-29,2023-06-07,Machinery,Delivered,102,2435.86,2230.03,18,Compliant
PO-01205,GammaTrade,2023-08-18,2023-08-29,Consumables,Delivered,326,20.4,19.15,1,Compliant
PO-01206,AlphaSupplies,2023-05-27,2023-06-17,Raw Materials,Delivered,253,133.65,118.4,9,Compliant
PO-01207,BetaCorp,2024-06-20,2024-07-23,Raw Materials,Delivered,466,145.11,138.48,60,Compliant
PO-01208,AlphaSupplies,2023-03-29,2023-04-06,Raw Materials,Delivered,320,132.0,118.97,11,Compliant
PO-01209,DeltaWorks,2023-10-15,2023-11-22,Packaging,Delivered,112,40.16,36.88,11,Compliant
PO-01210,BetaCorp,2024-04-13,2024-05-27,Machinery,Delivered,414,2622.42,2418.92,1,Non-Compliant
PO-01211,AlphaSupplies,2022-01-06,2022-01-17,Packaging,Delivered,218,35.04,32.85,2,Compliant
PO-01212,EpsilonMfg,2022-07-14,2022-08-22,Machinery,Delivered,302,2291.86,2051.44,2,Compliant
PO-01213,BetaCorp,2023-03-26,,Raw Materials,Cancelled,202,131.92,122.88,16,Compliant
PO-01214,EpsilonMfg,2022-04-14,2022-05-25,Electronics,Delivered,128,490.54,470.62,0,Compliant
PO-01215,GammaTrade,2023-12-22,2024-01-29,Machinery,Partial,456,2560.68,2401.41,2,Compliant
PO-01216,EpsilonMfg,2023-05-28,2023-06-11,Consumables,Delivered,326,20.05,18.89,3,Compliant
PO-01217,AlphaSupplies,2022-12-13,2022-12-23,Raw Materials,Delivered,112,129.08,120.32,0,Compliant
PO-01218,AlphaSupplies,2023-05-21,2023-05-30,Packaging,Delivered,495,38.93,37.51,6,Compliant
PO-01219,EpsilonMfg,2024-06-27,2024-07-06,Raw Materials,Delivered,494,145.32,133.75,1,Compliant
PO-01220,GammaTrade,2023-05-05,2023-06-08,Machinery,Partial,445,2438.94,2299.19,0,Compliant
PO-01221,BetaCorp,2023-09-15,2023-09-23,Consumables,Delivered,359,20.52,18.32,27,Compliant
PO-01222,BetaCorp,2023-12-20,2024-01-03,Machinery,Delivered,80,2559.6,2384.52,10,Non-Compliant
PO-01223,BetaCorp,2023-03-24,2023-05-07,Electronics,Delivered,131,527.44,468.05,0,Compliant
PO-01224,EpsilonMfg,2022-02-16,2022-03-10,Consumables,Delivered,17,18.18,16.01,0,Compliant
PO-01225,BetaCorp,2022-02-14,2022-03-08,Electronics,Delivered,318,484.47,456.23,44,Compliant
PO-01226,AlphaSupplies,2022-03-20,2022-04-18,Raw Materials,Delivered,288,121.99,115.59,10,Compliant
PO-01227,GammaTrade,2024-03-09,2024-04-18,Electronics,Delivered,454,567.96,522.75,32,Compliant
PO-01228,AlphaSupplies,2022-12-21,2023-02-10,Raw Materials,Partial,371,129.3,114.95,4,Compliant
PO-01229,BetaCorp,2022-08-25,2022-09-24,Consumables,Delivered,293,18.92,17.83,29,Compliant
PO-01230,BetaCorp,2023-10-28,2023-12-05,Machinery,Delivered,497,2531.15,2281.07,58,Compliant
PO-01231,GammaTrade,2022-03-03,2022-03-11,Raw Materials,Delivered,322,121.55,114.85,22,Compliant
PO-01232,BetaCorp,2022-07-08,2022-08-03,Machinery,Delivered,282,2288.96,2084.33,1,Compliant
PO-01233,EpsilonMfg,2024-04-28,2024-05-18,Electronics,Delivered,424,573.98,509.87,6,Compliant
PO-01234,DeltaWorks,2024-03-12,,Machinery,Pending,386,2604.78,2355.76,74,Compliant
PO-01235,GammaTrade,2023-04-20,2023-05-30,Consumables,Delivered,378,19.89,18.54,7,Non-Compliant
PO-01236,BetaCorp,2022-01-16,,Packaging,Pending,359,35.11,33.17,4,Compliant
PO-01237,EpsilonMfg,2022-12-12,2023-01-11,Electronics,Delivered,29,516.22,474.2,0,Compliant
PO-01238,EpsilonMfg,2022-05-08,,Raw Materials,Delivered,348,123.26,116.16,5,Compliant
PO-01239,AlphaSupplies,2022-02-07,2022-03-21,Machinery,Delivered,255,2217.23,1958.04,2,Compliant
PO-01240,GammaTrade,2023-07-19,2023-08-11,Consumables,Delivered,42,20.27,19.09,2,Compliant
PO-01241,BetaCorp,2023-10-08,2023-10-18,Packaging,Delivered,456,40.1,38.27,14,Compliant
PO-01242,EpsilonMfg,2023-08-17,2023-08-27,Machinery,Delivered,293,2493.01,2346.92,5,Non-Compliant
PO-01243,AlphaSupplies,2023-07-08,2023-07-21,Electronics,Delivered,317,539.36,488.34,0,Compliant
PO-01244,BetaCorp,2022-11-30,2023-01-15,Packaging,Partial,434,37.55,34.5,4,Compliant
PO-01245,GammaTrade,2022-01-26,2022-02-28,Packaging,Delivered,413,35.18,33.09,29,Compliant
PO-01246,GammaTrade,2022-02-01,2022-02-17,Consumables,Delivered,32,18.12,17.32,2,Compliant
PO-01247,GammaTrade,2024-01-03,2024-02-01,Consumables,Delivered,270,21.0,18.89,20,Compliant
PO-01248,BetaCorp,2024-02-20,,Machinery,Pending,50,2593.28,2282.61,6,Non-Compliant
PO-01249,EpsilonMfg,2023-08-12,2023-08-26,Consumables,Delivered,385,20.38,18.61,6,Compliant
PO-01250,DeltaWorks,2023-06-17,2023-07-30,Consumables,Delivered,147,20.14,18.74,10,Compliant
